True_Label,MC_Dropout_Probability,MC_Dropout_Platt_Scaling,MC_Dropout_Isotonic_Regression
0.0,0.020306449383497238,0.039994213969297164,0.007610349915921688
0.0,0.14329975843429565,0.09345352518198298,0.12678936123847961
0.0,0.01532418467104435,0.038608612624706024,0.007610349915921688
0.0,0.09225006401538849,0.06609793536123243,0.08130080997943878
0.0,0.00413527712225914,0.03566293512482224,0.005093378480523825
0.0,0.051871176809072495,0.04994089879087339,0.05116279050707817
0.0,0.0268972497433424,0.04190051151544753,0.024449877440929413
0.0,0.005359292030334473,0.035974329819232514,0.005093378480523825
0.0,0.04185152053833008,0.04655295491464007,0.05116279050707817
1.0,0.7664669752120972,0.9103865886108993,0.8111110925674438
1.0,0.31218263506889343,0.2634511774307801,0.3535911738872528
0.0,0.02560535818338394,0.04152012693401475,0.024449877440929413
0.0,0.049317169934511185,0.04905575491704422,0.05116279050707817
1.0,0.5725027322769165,0.7087937154995825,0.6882352828979492
0.0,0.23840487003326416,0.1719899675174127,0.24444444477558136
0.0,0.022646160796284676,0.040661233967340706,0.018691588193178177
0.0,0.006125951185822487,0.036170702693504364,0.005093378480523825
1.0,0.02140553668141365,0.04030623274457387,0.018691588193178177
0.0,0.013100010342895985,0.03800503619641492,0.007610349915921688
0.0,0.03270187973976135,0.043651115234654064,0.02500000037252903
0.0,0.02087210863828659,0.04015450821906201,0.018691588193178177
0.0,0.005679924041032791,0.03605633166644299,0.005093378480523825
0.0,0.25093838572502136,0.1855390122333931,0.24444444477558136
1.0,0.4462052285671234,0.48979289538483384,0.5062500238418579
0.0,0.03543910011649132,0.044500649198258455,0.029702970758080482
0.0,0.13540510833263397,0.08864169844301946,0.12678936123847961
1.0,0.33038344979286194,0.2902785255340606,0.3535911738872528
0.0,0.07774189114570618,0.05979881239471115,0.05116279050707817
0.0,0.034461647272109985,0.04419548889554782,0.02500000037252903
0.0,0.043926965445280075,0.04723627975135684,0.05116279050707817
0.0,0.02083652652800083,0.040144406985807346,0.007610349915921688
0.0,0.00787932239472866,0.03662369821204136,0.005093378480523825
